"strain" "block" "scaled_mean_worm_length_um_f" "scaled_mean_worm_length_um_m" "mean_worm_length_um_f" "mean_worm_length_um_m" "scaled_SE_f" "scaled_SE_m" "SE_f" "SE_m" "weight_f" "weight_m" "conv" "div" "SE_rotated" "weight_rotated"
"QG3346" "D" -0.191032029367703 -1.49329934936386 917.43823150795 692.399902191861 0.039152057766037 0.202120466818817 2.98669604552419 7.69117003748505 2.51735375033664 1.1662421058471 -1.52192758499807 0.588035433233694 0.145577413657427 47.1858737322994
"QG3347" "A" 1.63899955539329 1.59107741485581 1057.04131776339 809.767858671729 0.121269923372595 0.311214542012014 9.25101824129775 11.8424620644583 0.262389968978949 0.491914402788976 1.98772582915839 -0.293270199237951 0.236178836344986 17.9274303129871
"QG3354" "E" 1.25126621108603 0.732106672433938 1027.46326459743 777.081955352924 0.113193413641875 0.210997477099297 8.63490555014556 8.0289616355664 0.301169591366187 1.07017494095601 1.09786755375553 0.0397134932989954 0.169311376218742 34.8841158706476
"QG3371" "E" 1.91603996759243 1.75067353442941 1078.17521341991 815.840874988595 0.247898770462446 0.303379085444754 18.9108394213896 11.544304091005 0.0627920539191375 0.51765215547209 2.30027437987567 -0.207924768832631 0.277031288740178 13.0299381823014
"QG3380" "C" -0.0156294976957526 0.440594772836961 930.81872994433 765.989226234302 0.0777756824023118 0.273321647362233 5.933080821883 10.4005462577566 0.637919347224917 0.637765824114446 -0.0194098576944238 -0.662563770443994 0.200940015539402 24.7666425977693
"QG3381" "B" 1.12368598398707 0.836120021858965 1017.73086784729 781.039913540866 0.0609766050478845 0.287521132695518 4.65157122147454 10.9408708367661 1.03783175032567 0.576328054851826 1.08028760741491 -0.125941215802795 0.207829916169063 23.1517527180358
"QG3383" "C" 0.0483902433650026 -0.508286631049643 935.702445344534 729.882005933641 0.0609155788901296 0.160432521506164 4.64691587014846 6.10484342267268 1.03991222334096 1.85107699574407 -0.648856274740937 0.0588297724348034 0.121345172356269 67.9133250698856
"QG3385" "A" 1.88424824613342 -1.33008675750516 1075.74999711763 698.610533979928 0.174249267202225 0.428238597603099 13.2925222065805 16.2955089240519 0.127090039229093 0.259799126179435 0.0845389599043853 1.96215040064432 0.326918264706624 9.35667683739919
"QG3387" "C" 0.427387001244992 -0.183125347812171 964.614032183491 742.255175055737 0.0645392888160671 0.171972198397691 4.92334885281821 6.54395589132698 0.926413944790649 1.61098989445726 -0.145240935819048 0.0995412616040845 0.129884096067645 59.2772499966342
"QG3391" "A" 1.44672145161478 1.50455515542572 1042.37347436093 806.475478539336 0.0930365460019945 0.204693647338184 7.09724851995978 7.78908574697795 0.445806377459405 1.13710501051547 1.78806084958325 -0.369760960220054 0.158989446430557 39.5606488081609
"QG3392" "B" -0.410979596260619 -0.572413113258848 900.659636314121 727.441839005772 0.0602261761193499 0.37305979804938 4.59432510872372 14.1958228481615 1.06385601853354 0.342335865085602 -1.02438248654915 -0.225405141743564 0.267208537672923 14.0055232675361
"QG3392" "F" -0.447135444753097 -0.465590743394611 897.901504663408 731.506687179557 0.106863204927737 0.205322005254478 8.15200859880675 7.81299627743872 0.337906887957702 1.13015577378682 -0.974309698218257 -0.327406074359762 0.163671730010328 37.329541362284
"QG3392" "G" 0.497078032340744 0.305929951215865 969.930379237994 760.864905785924 0.0569420864941029 0.142275106070016 4.34379989864445 5.41391008099452 1.19010884002587 2.35370194483698 0.252918023520778 -0.198525290310014 0.108361909870434 85.1621659313244
"QG3394" "B" -1.53401664763534 -1.77125128016396 814.989290700061 681.823162509446 0.0538640839793608 0.262729938898849 4.10899594545688 9.99750626847942 1.33000991126563 0.690224185085528 -2.68419354091265 -0.178534523660082 0.189642242573653 27.8054440645819
"QG3395" "G" 1.53827407025166 0.832201032010377 1049.35752218989 780.890786548558 0.0591776922907378 0.224162046057565 4.51434202013551 8.52990515663495 1.10188782355686 0.948167659798414 1.37522014044443 0.174570442361147 0.163936911886206 37.2088716319777
"QG3397" "C" -0.13142163348933 -1.06532351421828 921.985582114806 708.685412372232 0.0426270537891362 0.11568772743838 3.25178445907382 4.40219635835501 2.12364930819213 3.55987478602786 -1.1744844464716 0.326206583048985 0.0871800321019639 131.572749646177
"QG3400" "D" 0.764831946314177 0.142280653642843 990.355858808362 754.637656294771 0.0587968431282087 0.223534606462367 4.48528912349176 8.50602957050126 1.11620873459107 0.953497956346716 0.328709597830116 0.11023956144988 0.163439268610895 37.4358052812949
"QG3403" "E" 1.50645152504375 1.60323389915256 1046.92995451263 810.230442146108 0.10196143695484 0.213424544861035 7.77807956784202 8.12131740310357 0.371177412270074 1.04597324162568 1.90119411025499 -0.397108047962202 0.167251563483029 35.7486484802051
"QG3410" "B" 0.371644098285552 -0.745714169019275 960.361711428605 720.847316894738 0.0600968085542115 0.177172946106564 4.58445636574406 6.74185685395864 1.0684411736937 1.5177997906276 -0.585725170632846 0.45996582064062 0.132291116917352 57.1397891761858
"QG3456" "A" 2.11841833091952 1.1302158682541 1093.61355030276 792.230968051792 0.144161474593622 0.310191885652344 10.9972893036342 11.8035475295973 0.185675671224505 0.495163286280823 2.0039595835446 0.379052072209116 0.241869320792824 17.0937925836245
"QG3457" "C" 0.771118063729046 0.531575272199165 990.835392275974 769.451253122046 0.0566850500295581 0.167985157579578 4.32419199458998 6.39223939590651 1.20092632782095 1.68836943001018 0.610326207425277 -0.16234873251381 0.125363886474313 63.6290010531491
"QG3457" "G" -0.373553733421023 -0.886126631213714 903.514650403325 715.504284894484 0.0542504693860011 0.292525294976131 4.13847117184107 11.131291250894 1.3111320517079 0.556778492001594 -1.22080972831507 0.0247742780673875 0.210373669490117 22.5952543997663
"QG3458" "A" 1.60678532164226 0.81498467807166 1054.58387031251 780.235662860926 0.151783929607403 0.378078796750956 11.578764647354 14.3868078238015 0.167495001053649 0.333307171439975 1.4121644129997 0.236024141246597 0.288081531722979 12.0495038558433
"QG3463" "D" 0.907965761131533 -0.185496842800107 1001.27475357631 742.164933965944 0.051567678228886 0.488711040977791 3.93381572849746 18.5966308831352 1.45110312688367 0.199482591173636 0.198182034128347 0.446340322790431 0.347489357399269 8.28165213139952
"QG3464" "B" 1.16975501427859 1.0927342855535 1021.24522184153 790.804703654318 0.0715195496894711 0.146803125092047 5.4558347229583 5.58621209859588 0.754403842559098 2.21074525091943 1.29603019693744 -0.275518043718036 0.115469051101531 75.0013026097539
"QG3470" "D" -0.422714176338818 -1.24841366081631 899.764469471937 701.718391803574 0.0471641663063224 0.196114760193995 3.59789592259269 7.46263845147721 1.73471890054457 1.2387644681488 -1.51399087376851 0.247349679791809 0.142627938618839 49.1576133252055
"QG3473" "C" 0.0366235324298423 -0.36851348486539 934.804827415257 735.200710421599 0.055830330288656 0.244261991699308 4.25899010697941 9.29475644610593 1.23797832300169 0.798541542459938 -0.557814693003219 -0.0491115223142584 0.177173567962398 31.8567991671096
"QG3483" "A" 1.77576382493433 1.13104657548938 1067.47431480912 792.262578460666 0.152048446674267 0.49816925802903 11.5989432055871 18.9565387971503 0.166912729433735 0.191979764585597 1.75848540363329 0.132395286627773 0.368301058769352 7.37214833917163
"QG3483" "C" 1.38148120146771 1.1086145030247 1037.39665300744 791.408984134794 0.0632455292407698 0.173780549251893 4.8246550209259 6.61276799198161 0.964703318030011 1.57763659361032 1.4593776782061 -0.134777847453103 0.130766349393172 58.4800857286514
"QG3483" "D" 1.04867695590979 -0.223263187326482 1012.0088399305 740.727833695901 0.0869246691936352 0.188321817499662 6.63100691387764 7.16609823317153 0.510701744467078 1.34340830406395 0.27234658148589 0.574269531482439 0.146664591945021 46.4889185451043
"QG3488" "B" -0.0986261600676273 -0.691907268410209 924.487369156627 722.894798915178 0.0676812117205959 0.55466154337717 5.16302894244146 21.1062061675911 0.842397721740322 0.154864969300375 -0.885133389103839 0.0839573956899333 0.395114017798352 6.40553080952915
"QG3494" "C" 0.780727309881519 1.53959113814642 991.568429033724 807.808681973785 0.0604283448813727 0.146464904293016 4.60974745627108 5.57334198347837 1.05674946375466 2.22096726767754 1.33473903144873 -0.872960460961191 0.112034711260985 79.6699971372535
"QG3502" "F" 0.640405196751983 0.131208705877974 980.86402358745 754.21634204468 0.165673334303214 0.293510822107181 12.6383112573319 11.1687929292779 0.140587985783702 0.553045756824301 0.23147574621427 0.0287678792829543 0.238323578767584 17.6062140030181
"QG3509" "D" 0.989802832878474 -0.00740042447961696 1007.51765554648 748.941931159394 0.0570533159181759 0.356948855184033 4.35228498218744 13.5827627113438 1.18547296281311 0.373936032211142 0.383720690483648 0.37833859190505 0.255604739856728 15.3060170942531
"QG3509" "G" 1.37506618034426 1.09235363106198 1036.90728618192 790.790218835112 0.192182146802357 0.527755360426191 14.660523370316 20.0823611735997 0.104478602199643 0.171058238707125 1.4431963577954 -0.127809978154221 0.397152173611162 6.33995408170455
"QG3510" "D" 0.935877195358922 0.159166358535245 1003.40396401858 755.280197990692 0.0533246710927768 0.311755117515963 4.06784709078128 11.8630322629365 1.35705379442925 0.490209947499012 0.463559182835873 0.221050436426401 0.223645672710813 19.9930476486909
