"strain" "block" "scaled_mean_worm_length_um_f" "scaled_mean_worm_length_um_m" "mean_worm_length_um_f" "mean_worm_length_um_m" "scaled_SE_f" "scaled_SE_m" "SE_f" "SE_m" "weight_f" "weight_m" "conv" "div" "SE_rotated" "weight_rotated"
"QG3100" "A" 1.35486542701783 0.733484487697346 1035.36628135308 777.134384538538 0.120779449230165 0.692643078620912 9.21360265536909 26.3567355488841 0.264525378704269 0.0993093878114771 1.17324448559409 0.113128949332908 0.497163006325791 4.04578117195343
"QG3102" "A" -1.49889958561664 -3.09423391312792 817.668179020273 631.480490404464 0.216561116257032 0.820418424550159 16.520261422894 31.2188948720231 0.082279656859742 0.0707845527545574 -3.60068311524007 0.788391257793343 0.59999379514119 2.77783523106539
"QG3103" "C" 1.00638950317982 0.00379681588153258 1008.78296177619 749.368013094211 0.0712323260895741 0.260340143849448 5.43392400768709 9.90656881731988 0.760499935556602 0.702954185854457 0.403602102922277 0.382279466718245 0.190854702299528 27.4532819753134
"QG3104" "C" 0.262520770350503 -0.633282379211772 952.037290424589 725.125616992885 0.0579708645682976 0.231675195751804 4.42227974315941 8.81579857814218 1.14824319335023 0.887667307027358 -0.584058632330952 0.301572994499486 0.168869798166268 35.0667915198534
"QG3105" "D" 0.282460538009555 -0.275384846160538 953.558386086325 738.744479179468 0.0548336799275005 0.172233570456417 4.18296110972411 6.55390172698802 1.28338999448228 1.60610410767684 -0.314985776526649 0.0611382477477238 0.127810671007074 61.2161158437479
"QG3106" "D" -1.48558569922703 -1.68454035365432 818.683822490867 685.122721878123 0.0475783076988163 0.352596377174689 3.62948850111413 13.4171404516036 1.70465090413649 0.383224804058802 -2.58769312654469 -0.205476916803783 0.251582889481974 15.7992982832424
"QG3107" "C" 0.406525971922943 0.460337881270467 963.022658515367 766.740499009497 0.07249558860416 0.204626287786318 5.53029138585452 7.78652255397129 0.734226869677034 1.13785376564014 0.297799766055109 -0.373460693725395 0.15350493154989 42.4380417139569
"QG3109" "C" 0.208578654174102 -0.288739146511717 947.922341830214 738.236315922431 0.0438365579154762 0.153136848277521 3.34405090424439 5.82722550390091 2.0080778384723 2.03165468088441 -0.377547174393947 0.0175882062810554 0.11263333900371 78.8253816511986
"QG3110" "A" 0.240677490585022 -0.62538147559747 950.370986250063 725.426265383935 0.302709602416291 0.402310054197737 23.0920575843451 15.3088654668423 0.042111531805444 0.294365920946847 -0.59412071345381 0.280263083797503 0.356010170573549 7.88996705273032
"QG3111" "D" 0.508740399529666 0.372838887981731 970.820037354375 763.41095180389 0.0635875665887745 0.20329342487335 4.85074717681747 7.7358039134415 0.954352957325369 1.15282301293495 0.308919167313013 -0.237776582796158 0.150618052074474 44.0804426258278
"QG3112" "D" -0.452368217688848 -0.966239564413214 897.502325076789 712.455795045154 0.0474076932186291 0.234202425989396 3.61647325690067 8.91196576886325 1.7169426421868 0.868613397220503 -1.33443253341771 0.0252012910236172 0.168964886464067 35.0273335789341
"QG3117" "A" 1.09047138859518 -0.670411140447289 1015.19710828596 723.712778300999 0.109905985654843 0.286830451549097 8.38412567473035 10.9145887574575 0.319455775048594 0.579106966071764 -0.015923025278097 0.922565590986456 0.217199256005426 21.1974360353512
"QG3118" "D" 0.0199469958911907 0.0572530839878143 933.53266578251 751.402152704344 0.0446143256329039 0.250591620103028 3.40338254346139 9.53561403511371 1.93867392396195 0.758710709799911 -0.266726946778367 -0.364150624451514 0.179981385311841 30.8705821591605
"QG3120" "C" -1.26269610484664 -1.19168392544478 835.686848847808 703.877094718678 0.0480375072282677 0.119264225804281 3.66451831811417 4.53829072575811 1.67221651725439 3.34956890060402 -2.07681424878893 -0.39623488745134 0.0909163287242736 120.980735236688
"QG3121" "D" 1.05188479733972 -0.261163436946735 1012.25354858338 739.285638014878 0.0667265919146248 0.464690729810461 5.09020622603379 17.6826002535363 0.866673559216035 0.220638494151547 0.247672536677875 0.603550777049469 0.331956256485941 9.07482551199612
"QG3122" "G" NA -0.135506912969561 NA 744.067171065136 NA 0.883098334234925 NA 33.6040162350758 NA 0.061092960511665 NA NA NA NA
"QG3123" "A" 1.53554831704458 0.498962266606133 1049.14958940707 768.210249796666 0.166558162947624 0.39927665422525 12.7058099882803 15.1934372999312 0.139098225673412 0.298855647388387 1.13606120561645 0.409814566398491 0.305911317422057 10.6858460075551
"QG3124" "C" 1.08038828617452 0.854449083204385 1014.42792362889 781.73737842235 0.0909753985440074 0.227975878000219 6.94001486959077 8.67503063762662 0.46623567440892 0.916709027868912 1.06224160874807 -0.170080705597087 0.173564864085753 33.1952829536944
"QG3125" "B" 0.542061267403476 -1.15236330365272 973.361903861287 705.373338978065 0.0557677171529378 0.160551120185597 4.25421369379661 6.10935638775778 1.24075976082709 1.84834323466028 -0.752801484175874 0.871800526411398 0.120180490241345 69.2360140655576
"QG3126" "B" 0.879357882571229 -0.923365180919295 999.092415210402 714.087268487176 0.0678173500114874 0.293219979031978 5.17341418700459 11.1577256505366 0.839019014737344 0.554143426239582 -0.347581226181727 0.951016065934781 0.212811124082007 22.0806243144239
"QG3127" "B" 1.12170453787019 1.06600559082589 1017.5797141757 789.787612514239 0.0770622342275939 0.77373711041028 5.87865576829195 29.4425585599518 0.649785838711622 0.0795833923963508 1.24249874967437 -0.290998172063052 0.549821654707323 3.30793006252958
"QG3127" "E" 2.03595073047686 0.485084487279428 1087.32254875188 767.682166905189 0.145806599868894 0.334689351724279 11.1227869002971 12.7357350512879 0.181509378340919 0.425329505983548 1.48552959842125 0.779039547110643 0.25814388112344 15.0063934676028
"QG3128" "A" 1.62189287541215 -0.502013620470564 1055.73634284337 730.120709078206 0.126000011383624 0.871903782411313 9.61185074828731 33.1780366055808 0.243059312849177 0.0626718015399263 0.485565390675588 1.18432109805908 0.622933467013864 2.57701337251441
"QG3128" "G" -0.423349290776144 -0.600465197332977 899.716020070126 726.374389717159 0.0551511623874512 0.132573739714122 4.20718010769669 5.04474975095233 1.26865663172823 2.71078009351455 -1.05323301149712 -0.214320353414969 0.101531884584289 97.0052200485853
"QG3130" "A" 0.401658450753981 -0.189205579990067 962.6513419855 742.023807593136 0.0857227282827424 0.252290257756898 6.53931742498873 9.6002512845403 0.52512351315093 0.748528501297263 -0.168044953501905 0.0853931418636713 0.18841279190023 28.1695059386501
