outdir,nCO,nHet,sizeHetall,sizeHet_het,nGoutcross,cross,N
output/panelA_N400_nGoutcross4_nloci500,21.098492629367456,58,1.018354430379747,2.774137931034483,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.88532985750028,64,1.2231012658227849,3.01953125,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.89335529826861,57,0.9452531645569621,2.6201754385964913,4,A,400
output/panelA_N400_nGoutcross4_nloci500,21.119464893563567,63,1.2531645569620253,3.142857142857143,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.66995383695368,67,0.844620253164557,1.9917910447761196,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.482886841892153,57,1.113607594936709,3.086842105263158,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.969194325938837,60,1.2408227848101268,3.2675,4,A,400
output/panelA_N400_nGoutcross4_nloci500,21.020109809628437,55,0.9750000000000001,2.8009090909090912,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.844917093802376,55,0.8661392405063292,2.4881818181818183,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.57518618545783,58,0.8854430379746836,2.4120689655172414,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.945032603459325,56,1.1079113924050634,3.1258928571428575,4,A,400
output/panelA_N400_nGoutcross4_nloci500,20.6788079362257,60,1.0085443037974684,2.6558333333333333,4,A,400
output/panelA_N400_nGoutcross4_nloci500,21.69397361869017,63,1.2335443037974685,3.0936507936507938,4,A,400
