gpos1,gpos2,mean.r2,nobs,chrom,panel,domain
2.8000000000000003,2.9000000000000004,0.2396600588263224,526673,I,α,arm&center
2.9000000000000004,3,0.2685139914844026,708791,I,α,arm&center
3,3.1,0.26463634733318403,1225387,I,α,arm&center
3.1,3.2,0.2601439978554472,1821092,I,α,arm&center
3.2,3.3000000000000003,0.23990950599226327,2145763,I,α,arm&center
3.3000000000000003,3.4000000000000004,0.19264713853083507,2650241,I,α,arm&center
3.4000000000000004,3.5,0.1884866385370809,2919274,I,α,arm&center
3.5,3.6,0.1850672627990298,2580152,I,α,arm&center
3.6,3.7,0.1857995050838426,2047793,I,α,arm&center
3.7,3.8000000000000003,0.18770987187524255,1712675,I,α,arm&center
3.8000000000000003,3.9000000000000004,0.1880266772648685,1145540,I,α,arm&center
3.9000000000000004,4,0.24335274843661403,1711099,I,α,arm&center
4,4.1000000000000005,0.25000651418384123,2353523,I,α,arm&center
4.1000000000000005,4.2,0.2382208623847166,2811566,I,α,arm&center
4.2,4.3,0.24755439621934458,3372360,I,α,arm&center
4.3,4.4,0.2565707641419578,3271850,I,α,arm&center
4.4,4.5,0.23644302305331238,2754005,I,α,arm&center
4.5,4.6000000000000005,0.23861210293540147,2653023,I,α,arm&center
4.6000000000000005,4.7,0.23401425777240173,2516882,I,α,arm&center
4.7,4.800000000000001,0.21928274231441808,1921433,I,α,arm&center
4.800000000000001,4.9,0.18573313667957822,1795291,I,α,arm&center
4.9,5,0.18409019025176565,1670509,I,α,arm&center
0,0.1,0.5366439682794373,48919483,I,α,center
0.1,0.2,0.48670902647074293,32145453,I,α,center
0.2,0.30000000000000004,0.4878923250080466,23803853,I,α,center
0.30000000000000004,0.4,0.46826665612742785,16643420,I,α,center
0.4,0.5,0.41055163670074196,4897749,I,α,center
0.5,0.6000000000000001,0.435156177621483,1975246,I,α,center
0.6000000000000001,0.7000000000000001,0.4466524422950989,1608397,I,α,center
0.7000000000000001,0.8,0.43039457714858137,1485531,I,α,center
0.8,0.9,0.418017054970901,1763128,I,α,center
0.9,1,0.43314173515611004,1580696,I,α,center
1,1.1,0.4114636905337031,1146846,I,α,center
1.1,1.2000000000000002,0.42141361426359636,1211986,I,α,center
1.2000000000000002,1.3,0.40094450787265545,974338,I,α,center
1.3,1.4000000000000001,0.3917808475528979,656303,I,α,center
1.4000000000000001,1.5,0.36313187225123433,453099,I,α,center
1.5,1.6,0.39193986950417714,675669,I,α,center
1.6,1.7000000000000002,0.44380626726151673,966345,I,α,center
1.7000000000000002,1.8,0.47476598457406827,1084521,I,α,center
1.8,1.9000000000000001,0.4133701922868029,886443,I,α,center
1.9000000000000001,2,0.3976057996378294,993866,I,α,center
2,2.1,0.3752191453739963,1245789,I,α,center
2.1,2.2,0.3596289805732548,1011640,I,α,center
2.2,2.3000000000000003,0.35010147100924627,1263417,I,α,center
2.3000000000000003,2.4000000000000004,0.30093499424201064,2095462,I,α,center
2.4000000000000004,2.5,0.2809232069919575,1746158,I,α,center
2.5,2.6,0.30824254379905114,1057770,I,α,center
2.6,2.7,0.2528654257705386,853564,I,α,center
2.7,2.8000000000000003,0.1562603715321815,506786,I,α,center
2.8000000000000003,2.9000000000000004,0.20672130430686492,139522,I,α,center
2.9000000000000004,3,0.3485639416416641,385090,I,α,center
3,3.1,0.4165951295611963,982146,I,α,center
3.1,3.2,0.4056629209380653,1692543,I,α,center
3.2,3.3000000000000003,0.39384402400140517,1801825,I,α,center
3.3000000000000003,3.4000000000000004,0.3425979166894674,1670744,I,α,center
3.4000000000000004,3.5,0.3270583975568708,1902412,I,α,center
3.5,3.6,0.2893914093729727,1673305,I,α,center
3.6,3.7,0.3025356001410149,1051175,I,α,center
3.7,3.8000000000000003,0.276952661484238,920325,I,α,center
3.8000000000000003,3.9000000000000004,0.20678471206405985,855781,I,α,center
3.9000000000000004,4,0.28443179675087293,1519790,I,α,center
4,4.1000000000000005,0.2780580825578143,1156504,I,α,center
4.1000000000000005,4.2,0.24836610717812202,677251,I,α,center
4.2,4.3,0.2504065920083045,650815,I,α,center
4.3,4.4,0.29125254965081415,469455,I,α,center
4.4,4.5,0.3507342773732653,56981,I,α,center
4.5,4.6000000000000005,0.31289640162488236,53815,I,α,center
4.6000000000000005,4.7,0.23611082059262145,47513,I,α,center
4.7,4.800000000000001,0.20469031670701643,53932,I,α,center
4.800000000000001,4.9,0.18014967694044157,57284,I,α,center
4.9,5,0.16748265619909822,32987,I,α,center
0,0.1,0.4031094615376099,2916629,I,α&β,arm
0.1,0.2,0.3172534996731442,2344097,I,α&β,arm
0.2,0.30000000000000004,0.29526972050069544,1894528,I,α&β,arm
0.30000000000000004,0.4,0.27676420038599797,1607646,I,α&β,arm
0.4,0.5,0.268527877519953,1339770,I,α&β,arm
0.5,0.6000000000000001,0.26547064138442644,1267576,I,α&β,arm
0.6000000000000001,0.7000000000000001,0.2610769620486798,1251518,I,α&β,arm
0.7000000000000001,0.8,0.25174162342681206,1204584,I,α&β,arm
0.8,0.9,0.23351028806066867,1159434,I,α&β,arm
0.9,1,0.21969094065884287,1104696,I,α&β,arm
1,1.1,0.2236441130289101,1067518,I,α&β,arm
1.1,1.2000000000000002,0.22268954408091782,986837,I,α&β,arm
1.2000000000000002,1.3,0.2123161831451277,934849,I,α&β,arm
1.3,1.4000000000000001,0.20665901063997463,898340,I,α&β,arm
1.4000000000000001,1.5,0.20859135617097044,911797,I,α&β,arm
1.5,1.6,0.21146075807987078,800207,I,α&β,arm
1.6,1.7000000000000002,0.19498726765425256,810003,I,α&β,arm
1.7000000000000002,1.8,0.18514489137669543,758097,I,α&β,arm
1.8,1.9000000000000001,0.17930459795804907,704742,I,α&β,arm
1.9000000000000001,2,0.17664275319298758,686402,I,α&β,arm
2,2.1,0.18855163104316733,730693,I,α&β,arm
2.1,2.2,0.200819189246921,743365,I,α&β,arm
2.2,2.3000000000000003,0.2094068675138606,764243,I,α&β,arm
2.3000000000000003,2.4000000000000004,0.20474269916332935,707995,I,α&β,arm
2.4000000000000004,2.5,0.18288548691234052,664130,I,α&β,arm
2.5,2.6,0.1754133406215275,623555,I,α&β,arm
2.6,2.7,0.17571611771439463,603747,I,α&β,arm
2.7,2.8000000000000003,0.17188055860964052,576402,I,α&β,arm
2.8000000000000003,2.9000000000000004,0.17048766364836657,564467,I,α&β,arm
2.9000000000000004,3,0.17131574018352566,529663,I,α&β,arm
3,3.1,0.16374588105095375,519193,I,α&β,arm
3.1,3.2,0.16629961965221848,501238,I,α&β,arm
3.2,3.3000000000000003,0.16333554626036118,491181,I,α&β,arm
3.3000000000000003,3.4000000000000004,0.15757219121266258,512452,I,α&β,arm
3.4000000000000004,3.5,0.15199315442356182,549463,I,α&β,arm
3.5,3.6,0.14662899041156627,571271,I,α&β,arm
3.6,3.7,0.13725549551210703,606664,I,α&β,arm
3.7,3.8000000000000003,0.13047528321135843,660643,I,α&β,arm
3.8000000000000003,3.9000000000000004,0.12115980080413608,738467,I,α&β,arm
3.9000000000000004,4,0.11465609922159008,755798,I,α&β,arm
4,4.1000000000000005,0.1117812880623377,808271,I,α&β,arm
4.1000000000000005,4.2,0.10572610843991226,830084,I,α&β,arm
4.2,4.3,0.09867071143771473,851937,I,α&β,arm
4.3,4.4,0.09930991293549547,865693,I,α&β,arm
4.4,4.5,0.1020500843679583,791403,I,α&β,arm
4.5,4.6000000000000005,0.10672054501224207,729319,I,α&β,arm
4.6000000000000005,4.7,0.10540361761420232,757493,I,α&β,arm
4.7,4.800000000000001,0.10077882430409367,770667,I,α&β,arm
4.800000000000001,4.9,0.0971174591217925,771744,I,α&β,arm
4.9,5,0.09136490819498659,763569,I,α&β,arm
0,0.1,0.30780490543890426,35942508,I,α&β,arm&center
0.1,0.2,0.2544983024074365,24562139,I,α&β,arm&center
0.2,0.30000000000000004,0.23100974460020465,20498092,I,α&β,arm&center
0.30000000000000004,0.4,0.22030733500910976,15586222,I,α&β,arm&center
0.4,0.5,0.2050564265166756,5412171,I,α&β,arm&center
0.5,0.6000000000000001,0.23330144324207092,2260408,I,α&β,arm&center
0.6000000000000001,0.7000000000000001,0.24253370560290988,2012868,I,α&β,arm&center
0.7000000000000001,0.8,0.24333253165232285,1947260,I,α&β,arm&center
0.8,0.9,0.22206490143565727,1990678,I,α&β,arm&center
0.9,1,0.21481750491449617,1815295,I,α&β,arm&center
1,1.1,0.20932724592562685,1471872,I,α&β,arm&center
1.1,1.2000000000000002,0.21291675377299238,1415641,I,α&β,arm&center
1.2000000000000002,1.3,0.20958039287191907,1275081,I,α&β,arm&center
1.3,1.4000000000000001,0.22618268426582022,1047487,I,α&β,arm&center
1.4000000000000001,1.5,0.23200613656147723,941466,I,α&β,arm&center
1.5,1.6,0.2289958744436493,968666,I,α&β,arm&center
1.6,1.7000000000000002,0.21711690566596978,1119806,I,α&β,arm&center
