ppos1,ppos2,mean.r2,nobs,chrom,panel,domain
620001,640001,0.40448893215651893,682120,X,β,arm&center
640001,660001,0.3979276371082167,678352,X,β,arm&center
660001,680001,0.38551638018929724,673206,X,β,arm&center
680001,700001,0.38163426947002543,688292,X,β,arm&center
700001,720001,0.3795244597405365,684334,X,β,arm&center
720001,740001,0.3748965472664223,674502,X,β,arm&center
740001,760001,0.3774918744081988,688370,X,β,arm&center
760001,780001,0.3737479529889977,684018,X,β,arm&center
780001,800001,0.3724166980688394,666322,X,β,arm&center
800001,820001,0.36999552021720106,664322,X,β,arm&center
820001,840001,0.36744477777627066,661110,X,β,arm&center
840001,860001,0.3619839087857245,676232,X,β,arm&center
860001,880001,0.36671761835358596,666285,X,β,arm&center
880001,900001,0.3704999371325734,666693,X,β,arm&center
900001,920001,0.36561530324515856,671931,X,β,arm&center
920001,940001,0.36127597037654013,657543,X,β,arm&center
940001,960001,0.36066083577654834,660496,X,β,arm&center
960001,980001,0.3529664389052245,659663,X,β,arm&center
1,20001,0.8848671485265712,570076,X,β,center
20001,40001,0.8287880225641109,492475,X,β,center
40001,60001,0.7964751779489739,464052,X,β,center
60001,80001,0.7493872513284693,448759,X,β,center
80001,100001,0.7455339007066216,436747,X,β,center
100001,120001,0.743681406775995,407803,X,β,center
120001,140001,0.7565851997952789,378184,X,β,center
140001,160001,0.7792111923844363,377888,X,β,center
160001,180001,0.7606531319152449,366568,X,β,center
180001,200001,0.7490557086800838,330294,X,β,center
200001,220001,0.6988794477441944,296177,X,β,center
220001,240001,0.6317548100772499,284377,X,β,center
240001,260001,0.6623652738909245,284177,X,β,center
260001,280001,0.6713433064493701,293278,X,β,center
280001,300001,0.692085972971064,255809,X,β,center
300001,320001,0.6921688474444708,254889,X,β,center
320001,340001,0.6722652991051937,245110,X,β,center
340001,360001,0.6564672426118809,239796,X,β,center
360001,380001,0.5818688460301532,215570,X,β,center
380001,400001,0.5475753904097436,196388,X,β,center
400001,420001,0.5164780051379065,194651,X,β,center
420001,440001,0.5126647555823871,180751,X,β,center
440001,460001,0.49570680463028666,152596,X,β,center
460001,480001,0.46946269526229784,136884,X,β,center
480001,500001,0.4451803610436047,126129,X,β,center
500001,520001,0.41780724278903164,124273,X,β,center
520001,540001,0.41331218017230875,120651,X,β,center
540001,560001,0.3922984904637575,118729,X,β,center
560001,580001,0.4035990182237003,115862,X,β,center
580001,600001,0.41153539065708067,116467,X,β,center
600001,620001,0.4246286663431297,114783,X,β,center
620001,640001,0.43559985158435205,114131,X,β,center
640001,660001,0.43492901700749864,125511,X,β,center
660001,680001,0.4294240538750211,127329,X,β,center
680001,700001,0.4241290525870284,117046,X,β,center
700001,720001,0.40899505254135077,119485,X,β,center
720001,740001,0.37984718119041555,125554,X,β,center
740001,760001,0.3707029211184198,139860,X,β,center
760001,780001,0.35775209492116433,140331,X,β,center
780001,800001,0.3691078448505535,142009,X,β,center
800001,820001,0.3730407396035271,150898,X,β,center
820001,840001,0.36867536083700736,156618,X,β,center
840001,860001,0.3779688506570206,143974,X,β,center
860001,880001,0.38521550255305137,140433,X,β,center
880001,900001,0.37896956285663413,141257,X,β,center
900001,920001,0.37896444234767446,150943,X,β,center
920001,940001,0.3720811936792612,146711,X,β,center
940001,960001,0.36998332859445154,151583,X,β,center
960001,980001,0.35746192693364387,170041,X,β,center
