ppos1,ppos2,mean.r2,nobs,chrom,panel,domain
380001,400001,0.31187587119620414,1628933,IV,α&β,arm&center
400001,420001,0.3098791262524,1616837,IV,α&β,arm&center
420001,440001,0.30638649656653205,1607390,IV,α&β,arm&center
440001,460001,0.30621053732906756,1610681,IV,α&β,arm&center
460001,480001,0.3043391440237739,1615784,IV,α&β,arm&center
480001,500001,0.3011008216648514,1597751,IV,α&β,arm&center
500001,520001,0.29651107188480863,1599813,IV,α&β,arm&center
520001,540001,0.2974047198111699,1612900,IV,α&β,arm&center
540001,560001,0.29467984666514185,1607176,IV,α&β,arm&center
560001,580001,0.29091138427337726,1584883,IV,α&β,arm&center
580001,600001,0.28991968837444176,1583935,IV,α&β,arm&center
600001,620001,0.28940991131989363,1564080,IV,α&β,arm&center
620001,640001,0.28305838609879574,1561507,IV,α&β,arm&center
640001,660001,0.28477364054302834,1568001,IV,α&β,arm&center
660001,680001,0.282729259565928,1560733,IV,α&β,arm&center
680001,700001,0.2845897933438752,1565822,IV,α&β,arm&center
700001,720001,0.2842732865714018,1566902,IV,α&β,arm&center
720001,740001,0.2829878268900005,1545114,IV,α&β,arm&center
740001,760001,0.2859605628065024,1547998,IV,α&β,arm&center
760001,780001,0.28335487951380733,1537233,IV,α&β,arm&center
780001,800001,0.28197757292239944,1531709,IV,α&β,arm&center
800001,820001,0.27999748933936874,1534195,IV,α&β,arm&center
820001,840001,0.27787039906201255,1527039,IV,α&β,arm&center
840001,860001,0.2791281478489394,1533553,IV,α&β,arm&center
860001,880001,0.27784458241814186,1516455,IV,α&β,arm&center
880001,900001,0.27302160178416407,1508629,IV,α&β,arm&center
900001,920001,0.27075812029024854,1499834,IV,α&β,arm&center
920001,940001,0.2698587171542174,1484371,IV,α&β,arm&center
940001,960001,0.2662219105008062,1481268,IV,α&β,arm&center
960001,980001,0.2620621246334411,1474236,IV,α&β,arm&center
1,20001,0.48254714762976414,2177556,IV,α&β,center
20001,40001,0.44082796959756454,2019102,IV,α&β,center
40001,60001,0.4282117507600588,1948437,IV,α&β,center
60001,80001,0.42043084816703585,1929599,IV,α&β,center
80001,100001,0.4161885977030707,1913426,IV,α&β,center
100001,120001,0.41331134681480886,1890501,IV,α&β,center
120001,140001,0.4148153648373999,1861458,IV,α&β,center
140001,160001,0.414088945407731,1879615,IV,α&β,center
160001,180001,0.4085912602467033,1888899,IV,α&β,center
180001,200001,0.40347508486200656,1875089,IV,α&β,center
200001,220001,0.404877451874067,1877579,IV,α&β,center
220001,240001,0.4060875738731761,1863677,IV,α&β,center
240001,260001,0.3992330975384002,1874361,IV,α&β,center
260001,280001,0.3971708581697212,1869591,IV,α&β,center
280001,300001,0.39678555331997517,1875447,IV,α&β,center
300001,320001,0.39529250898043367,1866157,IV,α&β,center
320001,340001,0.3885385622215686,1851888,IV,α&β,center
340001,360001,0.384542780550202,1838420,IV,α&β,center
360001,380001,0.38351131225004215,1823614,IV,α&β,center
380001,400001,0.38500141830701146,1798687,IV,α&β,center
400001,420001,0.3817752434016473,1781495,IV,α&β,center
420001,440001,0.3803779373854236,1760003,IV,α&β,center
440001,460001,0.3797256018633322,1772518,IV,α&β,center
460001,480001,0.3779138078248393,1775903,IV,α&β,center
480001,500001,0.3752522585264747,1761084,IV,α&β,center
500001,520001,0.3706259099326214,1770712,IV,α&β,center
520001,540001,0.3740563523773234,1772962,IV,α&β,center
540001,560001,0.37510154771393195,1752137,IV,α&β,center
560001,580001,0.3712555793273173,1725294,IV,α&β,center
580001,600001,0.36835555964765254,1732797,IV,α&β,center
600001,620001,0.36965510355978093,1709358,IV,α&β,center
620001,640001,0.36468140140497096,1682098,IV,α&β,center
640001,660001,0.36901069710126017,1693660,IV,α&β,center
660001,680001,0.36819385804818067,1669147,IV,α&β,center
680001,700001,0.37163927678649056,1669842,IV,α&β,center
700001,720001,0.37284695829825976,1672062,IV,α&β,center
720001,740001,0.3734385857875458,1645640,IV,α&β,center
740001,760001,0.3773742719979332,1657025,IV,α&β,center
760001,780001,0.3763673956723728,1635477,IV,α&β,center
780001,800001,0.37290158087842223,1638512,IV,α&β,center
800001,820001,0.3704043386942474,1638183,IV,α&β,center
820001,840001,0.368383283373463,1617631,IV,α&β,center
840001,860001,0.37137007552537105,1634113,IV,α&β,center
860001,880001,0.37333481411489206,1579941,IV,α&β,center
880001,900001,0.3710149272512393,1548014,IV,α&β,center
900001,920001,0.36832519757697346,1534003,IV,α&β,center
920001,940001,0.36836179398432206,1514287,IV,α&β,center
940001,960001,0.3653548484327237,1492422,IV,α&β,center
960001,980001,0.36274690596763026,1459700,IV,α&β,center
1,20001,0.5399934885871474,1463478,IV,β,arm
20001,40001,0.45360717726501504,1318077,IV,β,arm
40001,60001,0.4077369086295414,1270153,IV,β,arm
60001,80001,0.37814509789456957,1224737,IV,β,arm
80001,100001,0.36370235232447223,1188497,IV,β,arm
100001,120001,0.354807031821657,1174713,IV,β,arm
120001,140001,0.3450004167059038,1169285,IV,β,arm
140001,160001,0.32015127463673654,1143402,IV,β,arm
160001,180001,0.3102927773805505,1145128,IV,β,arm
180001,200001,0.3014298614799916,1148117,IV,β,arm
200001,220001,0.30535224658815,1164393,IV,β,arm
220001,240001,0.29733757975126696,1149641,IV,β,arm
240001,260001,0.2944220661977691,1148113,IV,β,arm
260001,280001,0.27848572835013785,1113998,IV,β,arm
280001,300001,0.25460968954311414,1114259,IV,β,arm
300001,320001,0.24618118715859685,1088163,IV,β,arm
320001,340001,0.23996997098515827,1071156,IV,β,arm
340001,360001,0.22995421833349244,1067167,IV,β,arm
360001,380001,0.22120066229214583,1037644,IV,β,arm
380001,400001,0.21433871089469927,1051344,IV,β,arm
400001,420001,0.20574286489689914,1052126,IV,β,arm
420001,440001,0.2022584577599742,1047489,IV,β,arm
440001,460001,0.19877669482427296,1022497,IV,β,arm
460001,480001,0.19530045457513168,1013943,IV,β,arm
480001,500001,0.18624227926020656,990634,IV,β,arm
500001,520001,0.17753304426539906,954708,IV,β,arm
520001,540001,0.1712830343438259,957263,IV,β,arm
540001,560001,0.16833130728341564,957472,IV,β,arm
560001,580001,0.1617346530676421,941688,IV,β,arm
580001,600001,0.15553234775186373,906688,IV,β,arm
600001,620001,0.14843783231050173,889749,IV,β,arm
620001,640001,0.1435589852243866,902950,IV,β,arm
640001,660001,0.13970073057456153,898247,IV,β,arm
660001,680001,0.13746471721314926,904029,IV,β,arm
680001,700001,0.134972650722059,897089,IV,β,arm
700001,720001,0.12740564448062217,882864,IV,β,arm
720001,740001,0.1224493158447231,875261,IV,β,arm
740001,760001,0.11428077000954323,848759,IV,β,arm
760001,780001,0.1082766712056962,827718,IV,β,arm
780001,800001,0.10041639481326921,809771,IV,β,arm
800001,820001,0.09485766659570126,804216,IV,β,arm
820001,840001,0.08913084805816628,807476,IV,β,arm
840001,860001,0.085879515777679,796036,IV,β,arm
860001,880001,0.08553759310367717,789245,IV,β,arm
880001,900001,0.08499260473403998,802311,IV,β,arm
900001,920001,0.0810605580658585,789956,IV,β,arm
920001,940001,0.07941271373950519,798249,IV,β,arm
940001,960001,0.0781748694709185,810806,IV,β,arm
960001,980001,0.0770370577073116,826866,IV,β,arm
1,20001,0.6252466991748653,1621065,IV,β,arm&center
20001,40001,0.5714675939651638,1477021,IV,β,arm&center
40001,60001,0.5460265643763419,1421947,IV,β,arm&center
60001,80001,0.52965445014275,1389910,IV,β,arm&center
80001,100001,0.521461877715508,1370259,IV,β,arm&center
100001,120001,0.5131590175911346,1354068,IV,β,arm&center
120001,140001,0.5026483373531023,1335727,IV,β,arm&center
140001,160001,0.49266983327520136,1338874,IV,β,arm&center
160001,180001,0.4845250668176173,1352688,IV,β,arm&center
180001,200001,0.4771059202533318,1357859,IV,β,arm&center
200001,220001,0.47767400062942905,1357747,IV,β,arm&center
220001,240001,0.47687126001439056,1359654,IV,β,arm&center
240001,260001,0.47044107745674707,1377551,IV,β,arm&center
260001,280001,0.4607895065232451,1359618,IV,β,arm&center
280001,300001,0.4507318106278796,1369930,IV,β,arm&center
300001,320001,0.44711764753824007,1355509,IV,β,arm&center
320001,340001,0.44010507187443726,1340633,IV,β,arm&center
340001,360001,0.4333668706996475,1337628,IV,β,arm&center
360001,380001,0.4304947986799,1315005,IV,β,arm&center
380001,400001,0.426236269750479,1313138,IV,β,arm&center
400001,420001,0.41614488675112904,1307591,IV,β,arm&center
420001,440001,0.4110820126673873,1299457,IV,β,arm&center
440001,460001,0.40821643525679224,1299263,IV,β,arm&center
460001,480001,0.40674425695703426,1295476,IV,β,arm&center
480001,500001,0.403609468450383,1285627,IV,β,arm&center
500001,520001,0.3981478225685611,1274003,IV,β,arm&center
520001,540001,0.3944455164156453,1290838,IV,β,arm&center
540001,560001,0.3923311209816629,1290630,IV,β,arm&center
560001,580001,0.3831462813162182,1276541,IV,β,arm&center
580001,600001,0.3859948678872594,1274131,IV,β,arm&center
600001,620001,0.38005163547060955,1254121,IV,β,arm&center
620001,640001,0.3704889668411111,1249278,IV,β,arm&center
640001,660001,0.3675561809452306,1258548,IV,β,arm&center
660001,680001,0.36667256067237286,1248891,IV,β,arm&center
680001,700001,0.3709055082798154,1253640,IV,β,arm&center
700001,720001,0.3724220131314934,1253231,IV,β,arm&center
720001,740001,0.3679266920616878,1238304,IV,β,arm&center
740001,760001,0.37440851894011123,1247878,IV,β,arm&center
760001,780001,0.3716699388807082,1242425,IV,β,arm&center
780001,800001,0.3690690302403885,1233304,IV,β,arm&center
800001,820001,0.36558510250328435,1245829,IV,β,arm&center
820001,840001,0.35791138641372283,1239977,IV,β,arm&center
840001,860001,0.3553874233867319,1246196,IV,β,arm&center
860001,880001,0.3494116548755867,1220869,IV,β,arm&center
880001,900001,0.34530840637372523,1226927,IV,β,arm&center
900001,920001,0.34417880664638845,1213758,IV,β,arm&center
920001,940001,0.3396281037838449,1210646,IV,β,arm&center
940001,960001,0.32942618545923125,1217921,IV,β,arm&center
960001,980001,0.32618725433236456,1214730,IV,β,arm&center
1,20001,0.6824664295000166,1735004,IV,β,center
20001,40001,0.6512636065041534,1582044,IV,β,center
40001,60001,0.6404414482760472,1515594,IV,β,center
60001,80001,0.6321503189287345,1488372,IV,β,center
80001,100001,0.6266635688216374,1473515,IV,β,center
100001,120001,0.6203500535570994,1453905,IV,β,center
120001,140001,0.6121101491831675,1422322,IV,β,center
140001,160001,0.6077897362986349,1440151,IV,β,center
160001,180001,0.6010579796588799,1448774,IV,β,center
180001,200001,0.5952242901480361,1435460,IV,β,center
200001,220001,0.5991611524160998,1425457,IV,β,center
220001,240001,0.5996885772261625,1424156,IV,β,center
240001,260001,0.588514485515598,1447099,IV,β,center
260001,280001,0.5801246110550802,1436823,IV,β,center
280001,300001,0.579314761795412,1439770,IV,β,center
300001,320001,0.5770686289656096,1422079,IV,β,center
320001,340001,0.5719078835909788,1410152,IV,β,center
340001,360001,0.5678861994999764,1401786,IV,β,center
360001,380001,0.5686143473888127,1377488,IV,β,center
380001,400001,0.5712241332120429,1364398,IV,β,center
400001,420001,0.5611563384416686,1352351,IV,β,center
420001,440001,0.5549170037101309,1341749,IV,β,center
440001,460001,0.5466921481133692,1355290,IV,β,center
460001,480001,0.5471907277571325,1350580,IV,β,center
480001,500001,0.5424380801415528,1346689,IV,β,center
500001,520001,0.5370383477885925,1340529,IV,β,center
520001,540001,0.5337674539765112,1356881,IV,β,center
540001,560001,0.5344431978606843,1352146,IV,β,center
560001,580001,0.5247145269124149,1333224,IV,β,center
580001,600001,0.5279726215123177,1345929,IV,β,center
600001,620001,0.5258126369662675,1320401,IV,β,center
620001,640001,0.5200265870875139,1295578,IV,β,center
640001,660001,0.5194045914528316,1306671,IV,β,center
660001,680001,0.5242738191303359,1279626,IV,β,center
680001,700001,0.5333300591309019,1281334,IV,β,center
700001,720001,0.5366421885045892,1294201,IV,β,center
720001,740001,0.5333380394425157,1264816,IV,β,center
740001,760001,0.5414602365354251,1292873,IV,β,center
760001,780001,0.5406930620760314,1281780,IV,β,center
780001,800001,0.535009844556655,1276606,IV,β,center
800001,820001,0.528985653640033,1290183,IV,β,center
820001,840001,0.5212927340780955,1289522,IV,β,center
840001,860001,0.5188513042525081,1301094,IV,β,center
860001,880001,0.5159398830698263,1249337,IV,β,center
880001,900001,0.5134624271345328,1229119,IV,β,center
900001,920001,0.5143761303794959,1211869,IV,β,center
920001,940001,0.5145383306337843,1189071,IV,β,center
940001,960001,0.5027040803925403,1181931,IV,β,center
960001,980001,0.5082415697091661,1157022,IV,β,center
1,20001,0.6882822208656283,1637964,V,α,arm
20001,40001,0.6054338362203352,1430271,V,α,arm
40001,60001,0.5491416025536461,1431354,V,α,arm
60001,80001,0.49635641688544524,1390939,V,α,arm
80001,100001,0.4755921747143177,1365751,V,α,arm
100001,120001,0.4480514590867146,1337519,V,α,arm
120001,140001,0.4261371917994838,1296516,V,α,arm
140001,160001,0.4045582785358733,1287644,V,α,arm
160001,180001,0.395459354206328,1287364,V,α,arm
180001,200001,0.3818575739980407,1272203,V,α,arm
200001,220001,0.36849876216927363,1282060,V,α,arm
220001,240001,0.3447839308859376,1253000,V,α,arm
240001,260001,0.32743059210072323,1232003,V,α,arm
260001,280001,0.3117067421920178,1186619,V,α,arm
280001,300001,0.2932094712128994,1227390,V,α,arm
300001,320001,0.2728983416982602,1235557,V,α,arm
320001,340001,0.25523881996403003,1205133,V,α,arm
340001,360001,0.24560174288978867,1202670,V,α,arm
360001,380001,0.23586065396667774,1214921,V,α,arm
380001,400001,0.22655579515992577,1207849,V,α,arm
400001,420001,0.22443708803757692,1187714,V,α,arm
420001,440001,0.2124588187726807,1160994,V,α,arm
440001,460001,0.20483256118315135,1165342,V,α,arm
460001,480001,0.2012570374050138,1149998,V,α,arm
480001,500001,0.19240072535078,1120620,V,α,arm
500001,520001,0.18454311311649144,1113215,V,α,arm
520001,540001,0.17649423508042672,1108380,V,α,arm
540001,560001,0.16703522067509868,1084909,V,α,arm
560001,580001,0.1543485943867536,1042931,V,α,arm
580001,600001,0.1529465509063794,1021943,V,α,arm
600001,620001,0.15046196888765193,1044851,V,α,arm
620001,640001,0.14094167537974006,1020516,V,α,arm
640001,660001,0.13430027327117056,994369,V,α,arm
660001,680001,0.13379940088556383,1027106,V,α,arm
680001,700001,0.12725446260253828,1002655,V,α,arm
700001,720001,0.12221453358728676,998480,V,α,arm
720001,740001,0.11484561764745482,968005,V,α,arm
740001,760001,0.10987899484024817,958060,V,α,arm
760001,780001,0.1117857856902565,967852,V,α,arm
780001,800001,0.1084884214745515,965489,V,α,arm
800001,820001,0.1033931668473557,947619,V,α,arm
820001,840001,0.09661442851676941,942911,V,α,arm
840001,860001,0.0887686606877022,958455,V,α,arm
860001,880001,0.08353277118514273,935560,V,α,arm
880001,900001,0.08262046218157353,927095,V,α,arm
900001,920001,0.07762182601709758,916578,V,α,arm
920001,940001,0.07209676950821133,878198,V,α,arm
940001,960001,0.07013284788276801,860075,V,α,arm
960001,980001,0.06904284994692311,844192,V,α,arm
1,20001,0.5854228569883172,1988769,V,α,arm&center
20001,40001,0.5294030538041252,1790887,V,α,arm&center
40001,60001,0.5054806815188793,1757806,V,α,arm&center
60001,80001,0.4862934124667581,1720681,V,α,arm&center
80001,100001,0.4770197535393044,1698616,V,α,arm&center
100001,120001,0.4687699539905449,1672341,V,α,arm&center
120001,140001,0.4570741412873399,1677904,V,α,arm&center
140001,160001,0.451072206251629,1690458,V,α,arm&center
160001,180001,0.4450312809580058,1700270,V,α,arm&center
180001,200001,0.43615779951058986,1697953,V,α,arm&center
200001,220001,0.42563533041587553,1714029,V,α,arm&center
220001,240001,0.4229239080735322,1703700,V,α,arm&center
240001,260001,0.4193851991023988,1711572,V,α,arm&center
260001,280001,0.4166892074076535,1654846,V,α,arm&center
280001,300001,0.4100388613386773,1669101,V,α,arm&center
300001,320001,0.4002583452808524,1667779,V,α,arm&center
320001,340001,0.38933778316560047,1654096,V,α,arm&center
340001,360001,0.3878649965344342,1655233,V,α,arm&center
360001,380001,0.3831971785678981,1670404,V,α,arm&center
380001,400001,0.38154133695923437,1675223,V,α,arm&center
400001,420001,0.3787184765765224,1668083,V,α,arm&center
420001,440001,0.3731531879399011,1649828,V,α,arm&center
440001,460001,0.36595439228239496,1667399,V,α,arm&center
460001,480001,0.3659920250251664,1668165,V,α,arm&center
480001,500001,0.36272883541228823,1649433,V,α,arm&center
500001,520001,0.3620446397862889,1647210,V,α,arm&center
520001,540001,0.36467718879199695,1653718,V,α,arm&center
540001,560001,0.3605986890090762,1649559,V,α,arm&center
560001,580001,0.35722363682259817,1639556,V,α,arm&center
580001,600001,0.3561631483837901,1624905,V,α,arm&center
600001,620001,0.35241224393594467,1649866,V,α,arm&center
620001,640001,0.34778049755094564,1638468,V,α,arm&center
640001,660001,0.346465560191248,1619616,V,α,arm&center
660001,680001,0.34532393847939863,1604289,V,α,arm&center
680001,700001,0.34417848453409566,1580914,V,α,arm&center
700001,720001,0.3475666516020262,1598208,V,α,arm&center
720001,740001,0.34177960869942353,1597077,V,α,arm&center
740001,760001,0.3409068661567187,1578759,V,α,arm&center
760001,780001,0.3386007989506659,1604527,V,α,arm&center
780001,800001,0.33323307767253457,1614061,V,α,arm&center
800001,820001,0.33093211979409726,1615930,V,α,arm&center
820001,840001,0.3297699785416234,1608677,V,α,arm&center
840001,860001,0.3257006474809679,1606986,V,α,arm&center
860001,880001,0.32295684783345835,1618818,V,α,arm&center
880001,900001,0.32192523156154784,1603007,V,α,arm&center
900001,920001,0.3207197655677351,1594126,V,α,arm&center
920001,940001,0.3203008157915353,1584617,V,α,arm&center
940001,960001,0.3207643920013316,1578279,V,α,arm&center
960001,980001,0.3162783730682771,1567431,V,α,arm&center
1,20001,0.5541932159367722,2161758,V,α,center
20001,40001,0.5075157309020506,1956338,V,α,center
40001,60001,0.4918382722426155,1905681,V,α,center
60001,80001,0.4824680850208449,1867019,V,α,center
80001,100001,0.4778097338818663,1845969,V,α,center
100001,120001,0.47386935372638306,1812893,V,α,center
120001,140001,0.4646398114243829,1833538,V,α,center
140001,160001,0.46291051929276705,1859183,V,α,center
160001,180001,0.45766750097459186,1861505,V,α,center
180001,200001,0.4505289525813803,1865433,V,α,center
200001,220001,0.44105474437748476,1876990,V,α,center
220001,240001,0.4426263222325128,1873223,V,α,center
240001,260001,0.4426380119450048,1883965,V,α,center
260001,280001,0.44188323160863274,1817913,V,α,center
280001,300001,0.4387606784815421,1820567,V,α,center
300001,320001,0.4319042699021441,1813380,V,α,center
320001,340001,0.42141833752152597,1802084,V,α,center
340001,360001,0.42194219569986763,1802960,V,α,center
360001,380001,0.4193948045596332,1809351,V,α,center
380001,400001,0.4191304132204279,1814117,V,α,center
400001,420001,0.4165406030123858,1809448,V,α,center
420001,440001,0.41263269799284424,1785303,V,α,center
440001,460001,0.405030377959258,1808845,V,α,center
460001,480001,0.4037135029786456,1807234,V,α,center
480001,500001,0.4029109849256864,1790298,V,α,center
500001,520001,0.40304832884741715,1787091,V,α,center
520001,540001,0.40625389417698365,1800850,V,α,center
540001,560001,0.40368270381992977,1793203,V,α,center
560001,580001,0.4011873785537868,1791928,V,α,center
580001,600001,0.39794450506906603,1780411,V,α,center
600001,620001,0.394257655767324,1805134,V,α,center
620001,640001,0.3899201623036016,1798488,V,α,center
640001,660001,0.38860346916505584,1776363,V,α,center
660001,680001,0.3909424325647207,1742394,V,α,center
680001,700001,0.390287188515676,1721364,V,α,center
700001,720001,0.39503184644821804,1741452,V,α,center
720001,740001,0.3891188790106993,1739788,V,α,center
740001,760001,0.3897899587145875,1717527,V,α,center
760001,780001,0.3857641469643859,1736280,V,α,center
780001,800001,0.38251765095607904,1756694,V,α,center
800001,820001,0.37979168597316854,1760003,V,α,center
820001,840001,0.3771560122650124,1752905,V,α,center
840001,860001,0.37640111631945383,1751838,V,α,center
860001,880001,0.3727796621418308,1761413,V,α,center
880001,900001,0.372979104611197,1732494,V,α,center
900001,920001,0.3718843273620248,1720936,V,α,center
920001,940001,0.37198767160781604,1715746,V,α,center
940001,960001,0.3731609539557262,1706463,V,α,center
960001,980001,0.3695984746889654,1686798,V,α,center
1,20001,0.4853625886142057,2047950,V,α&β,arm
20001,40001,0.4011978476672388,1836016,V,α&β,arm
40001,60001,0.3637452688947361,1827285,V,α&β,arm
60001,80001,0.3292061033986653,1802080,V,α&β,arm
80001,100001,0.3084213180561959,1765708,V,α&β,arm
100001,120001,0.2885320540209838,1767458,V,α&β,arm
120001,140001,0.27246214554697307,1740747,V,α&β,arm
140001,160001,0.2624525972878646,1710425,V,α&β,arm
160001,180001,0.2525524846838512,1687546,V,α&β,arm
180001,200001,0.24789505704483358,1665508,V,α&β,arm
200001,220001,0.23968784200977825,1665098,V,α&β,arm
220001,240001,0.22991381004446337,1628986,V,α&β,arm
240001,260001,0.21883492800712112,1593527,V,α&β,arm
260001,280001,0.21304570384801969,1561475,V,α&β,arm
280001,300001,0.20541384050851713,1586852,V,α&β,arm
300001,320001,0.19465097573019904,1617470,V,α&β,arm
320001,340001,0.18313633788559985,1595416,V,α&β,arm
340001,360001,0.17782548106908988,1593839,V,α&β,arm
360001,380001,0.16925317610782176,1579480,V,α&β,arm
380001,400001,0.16594566664779334,1572082,V,α&β,arm
400001,420001,0.16516044273052768,1561903,V,α&β,arm
420001,440001,0.15979491906845936,1534761,V,α&β,arm
440001,460001,0.15105723600640714,1557243,V,α&β,arm
460001,480001,0.15024049243158713,1576124,V,α&β,arm
480001,500001,0.14800975593887078,1529279,V,α&β,arm
500001,520001,0.1443509315722706,1514139,V,α&β,arm
520001,540001,0.1395362101190389,1516748,V,α&β,arm
540001,560001,0.13170265686476437,1473045,V,α&β,arm
560001,580001,0.12339052683543303,1420993,V,α&β,arm
580001,600001,0.12151881806573392,1403378,V,α&β,arm
600001,620001,0.11957726416838099,1397265,V,α&β,arm
620001,640001,0.11700597703290293,1386188,V,α&β,arm
640001,660001,0.11073159808362493,1358203,V,α&β,arm
660001,680001,0.1083305702847673,1384515,V,α&β,arm
680001,700001,0.1060413727678651,1356883,V,α&β,arm
700001,720001,0.10279772810331533,1339564,V,α&β,arm
720001,740001,0.09696592330916182,1323576,V,α&β,arm
740001,760001,0.09570058193445256,1292753,V,α&β,arm
760001,780001,0.09800759040793434,1283897,V,α&β,arm
780001,800001,0.09328430469426288,1291790,V,α&β,arm
800001,820001,0.09041724114712575,1284577,V,α&β,arm
820001,840001,0.08737425142595205,1302268,V,α&β,arm
840001,860001,0.08107202327601261,1327419,V,α&β,arm
860001,880001,0.07494031805333344,1295704,V,α&β,arm
880001,900001,0.0748475881798501,1281730,V,α&β,arm
900001,920001,0.07104157464397766,1253937,V,α&β,arm
920001,940001,0.06930523216603897,1236919,V,α&β,arm
940001,960001,0.0678073406881217,1195495,V,α&β,arm
960001,980001,0.06724076092425128,1174458,V,α&β,arm
1,20001,0.40952553125515434,2440986,V,α&β,arm&center
20001,40001,0.3480857763259853,2231232,V,α&β,arm&center
40001,60001,0.32691140899574644,2191472,V,α&β,arm&center
60001,80001,0.3089966434987555,2162227,V,α&β,arm&center
80001,100001,0.299105630537369,2133133,V,α&β,arm&center
100001,120001,0.2930277119806001,2110327,V,α&β,arm&center
120001,140001,0.2822908424680948,2111821,V,α&β,arm&center
140001,160001,0.2776496473948551,2130472,V,α&β,arm&center
160001,180001,0.27411666709571875,2128373,V,α&β,arm&center
180001,200001,0.26939357230790445,2136803,V,α&β,arm&center
200001,220001,0.26127140246085323,2146368,V,α&β,arm&center
220001,240001,0.25743667714156676,2139250,V,α&β,arm&center
240001,260001,0.25311853977484083,2133169,V,α&β,arm&center
260001,280001,0.2491449666613774,2085719,V,α&β,arm&center
280001,300001,0.24662412136393458,2104768,V,α&β,arm&center
300001,320001,0.23840267179753594,2112376,V,α&β,arm&center
320001,340001,0.23118647347935758,2091799,V,α&β,arm&center
340001,360001,0.23003677282968218,2099851,V,α&β,arm&center
360001,380001,0.22886758267073024,2100243,V,α&β,arm&center
380001,400001,0.22609498152668908,2098828,V,α&β,arm&center
400001,420001,0.22405869002481302,2092239,V,α&β,arm&center
420001,440001,0.21892193230990623,2072048,V,α&β,arm&center
440001,460001,0.21697789062846828,2097646,V,α&β,arm&center
460001,480001,0.21584961331370214,2108482,V,α&β,arm&center
480001,500001,0.21409358528437353,2100696,V,α&β,arm&center
500001,520001,0.2133422245482963,2103343,V,α&β,arm&center
520001,540001,0.21278942653630364,2101553,V,α&β,arm&center
540001,560001,0.21112616220381902,2085267,V,α&β,arm&center
560001,580001,0.20905622616765965,2073679,V,α&β,arm&center
580001,600001,0.20846526420875214,2066201,V,α&β,arm&center
600001,620001,0.20736257666662816,2074878,V,α&β,arm&center
620001,640001,0.2044997406881077,2068359,V,α&β,arm&center
640001,660001,0.20338503243044742,2050621,V,α&β,arm&center
660001,680001,0.20331242125294674,2036070,V,α&β,arm&center
680001,700001,0.1996320910884756,2024254,V,α&β,arm&center
700001,720001,0.19956404987416984,2037169,V,α&β,arm&center
720001,740001,0.197461666945257,2025262,V,α&β,arm&center
740001,760001,0.19665643928538656,2008553,V,α&β,arm&center
760001,780001,0.19791052729974898,2023066,V,α&β,arm&center
780001,800001,0.19566212763087304,2041573,V,α&β,arm&center
800001,820001,0.1934187545089108,2047392,V,α&β,arm&center
820001,840001,0.19136383422207848,2036267,V,α&β,arm&center
840001,860001,0.1895069868423177,2044248,V,α&β,arm&center
860001,880001,0.1859567430092889,2041863,V,α&β,arm&center
880001,900001,0.1850052948116349,2023981,V,α&β,arm&center
900001,920001,0.18222036377281453,2008712,V,α&β,arm&center
920001,940001,0.1799261143595372,2006495,V,α&β,arm&center
940001,960001,0.1798767954612319,2008352,V,α&β,arm&center
960001,980001,0.17934066013761132,2001300,V,α&β,arm&center
1,20001,0.3839308167592507,2612288,V,α&β,center
20001,40001,0.3307061418699982,2395535,V,α&β,center
40001,60001,0.3141644920645412,2338770,V,α&β,center
60001,80001,0.3029704252020508,2300242,V,α&β,center
80001,100001,0.29678009812829964,2272740,V,α&β,center
100001,120001,0.2953211785915951,2228596,V,α&β,center
120001,140001,0.28610177315782637,2238836,V,α&β,center
140001,160001,0.2837230065681281,2274224,V,α&β,center
160001,180001,0.2822746716556347,2272745,V,α&β,center
180001,200001,0.2773961794269386,2286184,V,α&β,center
200001,220001,0.2693650194888671,2304732,V,α&β,center
220001,240001,0.26688451755051457,2297418,V,α&β,center
240001,260001,0.26421941697279355,2298376,V,α&β,center
260001,280001,0.26011996275525334,2235687,V,α&β,center
280001,300001,0.259145293500075,2252049,V,α&β,center
300001,320001,0.25231470392042643,2237505,V,α&β,center
320001,340001,0.24698186002197645,2213004,V,α&β,center
340001,360001,0.246966170972661,2224122,V,α&β,center
360001,380001,0.2486213940378632,2213152,V,α&β,center
380001,400001,0.2458207564062051,2213840,V,α&β,center
400001,420001,0.24339679480331403,2198948,V,α&β,center
420001,440001,0.23941712171163654,2175878,V,α&β,center
440001,460001,0.23970441890667873,2200823,V,α&β,center
460001,480001,0.23827143328377595,2199799,V,α&β,center
480001,500001,0.23665599297759954,2205919,V,α&β,center
500001,520001,0.23677128686309554,2200682,V,α&β,center
520001,540001,0.23748452691051664,2195052,V,α&β,center
540001,560001,0.23654630671649646,2191145,V,α&β,center
560001,580001,0.236617287662833,2185491,V,α&β,center
580001,600001,0.23504222232617325,2187820,V,α&β,center
600001,620001,0.23353111730774376,2198256,V,α&β,center
620001,640001,0.23096911987328334,2188623,V,α&β,center
640001,660001,0.23085360613019235,2163515,V,α&β,center
660001,680001,0.23222263350331795,2125623,V,α&β,center
680001,700001,0.22790246068551334,2116937,V,α&β,center
700001,720001,0.2277788317068485,2133432,V,α&β,center
720001,740001,0.22632669272221287,2125383,V,α&β,center
